AccountId,Equity,Profit
10150,28869.09,3919.09
100000,1988137.56813093,-8786.965095660009
100012,47885.90585757,-100002.0
100037,2373.98593322,-5931.96050615
100057,1425.52568,-18864.47432
100090,12728.32094,-46324.98905937
100124,34.85247906,-11.14752094
100129,6548.59171912,-7611.9359093300045
100149,2581.51176565,-10406.866380989999
100212,1.48969851,-148.51030149000002
100467,62.0238373,4315.818142349997
100595,455.6143071,-973.9453818999997
100597,97.56016041,-499.99000000000063
100648,2.33243592,-497.6675640800001
100703,4.7002,-495.29979999999995
100861,1.03308072,1.0330807199966356
100863,18054.59843593,-384975.5429932298
101002,0.49150461,-3.2453246099999924
101087,3067.05034,352.06594106000034
101125,1397.3483272,217.2993548699997
101140,12.56445223,-1398.1296533999996
101154,281.20889294,-18.791107059999998
101185,53.6,-1146.3999999999999
101251,888.207,388.207
101404,767.9,317.9
101450,-8.302,-557.8
101510,99.81276596,-0.18723404
101639,26968.92363559,2789.558635589999
101646,-16.68054766,-31.26505807
101778,2.57403062,-997.42596938
101834,2340.58411548,-3259.4158845199972
102296,1.48319062,-579.5558711700004
102325,7.13679811,-5752.702009299996
102346,858.01316,-221.6068444000002
102363,23.61251346,-1208.865486139999
102417,65.975063,-434.024937
102448,24.37423364,-975.6257663600004
102455,3446.6242,-53.37580186
102546,71.8932503,-285.00930840999996
102565,3137.0,1137.0
102613,9970.0,2970.0
102649,1560.1,1060.1
102705,200.14129181,-489.89294193999996
102719,12489.62971152,-5924.06979257
102797,213.12712284,213.12712284
102803,77.42716592,-119.26299270999999
102860,-2.96990624,-7000.000000000015
102872,685.89734322,185.89734321999998
102913,300.84061139,-857.00491019
102984,1.00411016,-1999.2139824399994
103069,53.53681872,-199.4490243899999
103094,738.36818665,1000.7137653699999
103116,17.72764398,-458.53317417000017
103313,500.99069567,0.7455126700000001
103397,527.23,-4971.73
103470,2590.70839147,-2230.8538770499995
103491,500.31926,0.31926
103512,8.46509516,-498.74203484000014
103538,1479.7879294,-294.8061699100005
103666,160.90643602,-247.7860055299997
103722,215.31116061,1.2341107599999903
103732,153.26673139,132.40423087000002
103778,4.16360213,-405.8363978699998
103797,289.23958877,-110.76041123
103907,-6.86523992,-1499.9999999999995
103914,241.23185041,-8.298149589999998
103935,8002.87644324,-6036.883556760002
104277,16563.1333935,-4034.8666065
104303,129.37898225,-994.5810177499918
104352,556.1,-25.500000000000004
104489,1.14833488,-248.85166512
104508,999.78187704,-0.21812296
104612,2871.13562739,-2419.73919938
104630,134.73280794,-15669.39869784
104659,450.16369562,-47.71630438
104789,26.23013152,-23.769868479999996
104806,21.85335915,-496.62444395000006
104824,185.68291071,-64.31708928999998
104826,952.00498964,-494.11744481000005
104845,100.0921409,-0.23617012
104983,0.75630822,207.60630822000005
105012,233.0,-767.0
105206,7050.69365089,10064.693650890002
105211,571.69206693,41.30717051000001
105282,14.65242362,-279.34757638
105284,99.9999,-0.0001
105393,522.85273895,272.8527389500002
105404,386.58831454,-424.29168546
105490,2719.81168775,-244.47827814999954
105504,25.23487345,-294.76117336000004
105593,16.24327716,-76.90102956999996
105595,21.96483145,-249.65516854999998
105600,-0.007489,-78.0
105678,112.21155261,-2251.6028707100013
105695,500.1211897,-55.034792840000016
105766,4.19512872,-145.80487128000001
105792,0.76582494,24.765824939999995
105884,-150.0,-11120.0
105940,5.09197613,-239.90703748999994
106138,520.18992575,120.18992575000001
106155,568.02142393,-6283.709938070002
106160,31.45627265,-440.91372734999993
106237,2.22153046,2.2215304599999968
106282,82.57426009,-267.42573990999995
106335,238.7935915,-261.2064085000003
106343,1282.01,281.29
106461,158.10232142,-51.69195189999995
106536,178.64432212,-51.355677880000016
106542,5.348,-245.0
106648,248.35358929,-1.704899049999998
106698,0.46999049,-249.53000950999996
106808,11060.8178815,811.3678815
106822,11.72505103,-238.27494897
106839,37706.63270551,-64430.0
106912,-15.23812803,-693.6686514599998
106999,39.83206513,-259.42073578
107012,252.07859375,2.078593750000002
107111,789.51236345,-130.83555452000002
107309,134.55817901,-1248.59182099
107316,158501.15881341,-171773.83784627
107328,177.82821631,-224.35548780000005
107342,13594.05,1986.6400000000012
107465,54.5383261,-249.56960997000004
107496,0.58858343,-504.76141656999994
107506,239.53960026,-231.25057952999998
107525,208.54422008,-11.45577992
107566,260.70704824,-640.8429517600001
107571,457053.44791953,-1289833.57240157
107579,254.01238215,37.337445450000004
107638,196.14607008,-241.37311988999994
107808,0.63579908,-499.3642009199999
107821,0.54305681,-249.45694319000003
107886,178.32052627,150.00000000000003
107887,934.80086561,172.71436555000014
107945,218.49581802,88.88519128000006
107972,8.78967274,0.5796727399999995
108030,1467.925833,-4373.259535
108044,241.90336825,-24.67526247
108062,244.61696055,34.61696055
108078,69.10541298,-308.48163168
108100,87.05387514,-168.85612485999997
108105,115.04627063,440.51936277999994
108112,2096.02590796,1096.0259079599998
108140,76.06757469,-5.862425310000001
108218,356.19665913,-516.2311859900004
108239,2225.24728074,-1084.1102654300003
108280,277.47318919,27.473189189999992
108301,392.5,92.5
108308,33.95660935,-248.50211534000007
108341,1.61463639,-19.71131723
108387,1.56783639,-249.18216361
108404,326.36930853,-236.80778207999987
108437,635.44,-64.56
108446,10.83799389,-218.57948184
108452,26.58449644,-973.4155035600013
108458,733.22551704,-22227.801986920007
108462,2363.04470601,-5826.987217430005
108533,1396.141256,-1959.579256
108544,190.37005055,-102.06995484000004
108546,40.34508927,-2645.675916589994
108596,44.70250163,-200.29749837
108598,94.51018287,-339.3835756399999
108631,0.29835021,-429.70164979000003
108827,247.53691666,-2.5463706900000007
108836,119.27952196,-975.1325730899993
108850,249.55618132,-0.44381868
108866,238.04209126,-12.93790874
108868,221.66699849,-249.42334979
108900,36.67027918,-208.85414917000003
108927,279.40440805,-220.59559194999997
108934,1383.50052032,-5033.409485399996
109000,3947.0,-1053.0
109015,472.96381066,222.96381065999995
109022,203.26524947,-46.73475053000001
109025,1126.23,126.22999999999999
109031,-1.28594909,-50.0
109076,395.02205285,-1091.7164424699997
109118,131.12392567,-118.87607433000005
109143,259.27045546,-10.41787597
109147,0.5366732,-699.4633267999999
109189,265.72,15.72
109203,12.71734618,-249.3612369500001
109373,86.25619183,-851.131329789999
109407,0.98102744,-249.0189725600001
109449,0.33,0.33
109467,3218.75135607,-10099.573788160014
109482,232.50620143,-246.66901552000004
109484,2015.4532276,-75.91902042
109490,12.41,-249.51000000000002
109551,17904.53825843,-37831.331046720006
109579,5003.64141492,-7184.094913290007
109583,15138.81708591,7942.159313310004
109591,542.7,42.7
109671,-142.81091491,-250.0
109693,542.00518271,42.23241444999999
109738,3939.7088135,-3966.234988000001
109763,5.73942856,-250.00000000000026
109797,-0.23643887,-299.99999999999994
109834,256.20663502,4.593281399999996
109843,252.05419053,-222.25669911000006
109918,22.92055075,-998.4794492499999
109943,218.09923174,91.43736123999996
110003,457.59438785,171.06585318
110007,1.105343,-498.8946569999998
110041,610.14501818,-50.38293962
110079,512.04,4.499999999999999
110089,70.38781,-285.68089782000004
110095,4.29838042,-249.30084886999995
110321,249.94713368,-499.7513356499999
110337,3598.66459548,-722.9889629000072
110386,-1.91266539,-250.0
110396,50932.88326355,-34369.17977258
110397,1328.83409952,-9393.7615835
110398,14.38859903,-249.45140097000004
110557,91.60906153,-248.79084331000007
110621,70.22110867,-5727.386442329999
110629,1037.52,1332.6299999999999
110660,335.54353659,-155.12791423000002
110674,399.88497343,-100.11502657000003
110690,177.8996298,-238.10037020000001
110705,3.40997212,-246.5900278799998
110712,247.01,-12.69
110728,11.1737296,-238.82627039999997
110748,85.68504956,-200.20238412000003
110786,0.52372559,-249.47627440999995
110789,104.76555183,-381.15444817
110793,2796.42791637,-191.93776963
110830,318.67971075,67.92971075000001
111006,265.28779752,-497.08280098000023
111119,99.14629366,2.7548870800000103
111166,55.63164989,-248.02047661
111181,801.06099914,-3693.4911063400004
111217,107205.60938591,41226.87143265998
111221,238.41377377,-44.30750419
111223,2487.97734097,-760.7670040799993
111229,8.9335449,-249.3764551
111245,2.80270046,-997.19729954
111298,0.92093968,-250.7490603199999
111329,3336.59731,-3615.0590001200007
111337,195.03,-178.77045743000005
111342,215.34641206,-38.500159350000004
111422,254.34,4.14
111447,127.91945874,-245.3402394
111460,184.23671144,-259.17347269
111538,234.94381142,-245.00490095999993
111546,1166.60926199,166.60926199000002
111554,248.17184216,-241.97815784
111735,158.8253221,-387.78827525
111743,246.53151435,-248.30853079
111803,15.57353269,1.9335326899999465
111867,249.51,-0.49
111897,3458.58597478,-11743.497152989998
111934,32.10373746,-244.32948334
112049,285.53195925,-166.37550358000013
112059,224.29,-193.98000000000002
112070,158.63556976,-90.12443023999995
112083,206.47921118,-258.86541697
112086,1448.51891861,-442.6513999999999
112244,28.05746131,-249.50787255
112252,348.37320317,-559.2157968300002
112385,151.15974795,-167.74130387999998
112411,1040.44316013,-1233.326375599999
112413,284.31321291,-128.0411028
112446,369.47634143,-265.75842293999995
112491,683.78602619,144.86022618999993
112562,310.78005347,-249.7055694700002
112566,254.02,9.059999999999999
112641,95.24532207,-254.59467793
112653,91.50741229,-249.66800966000002
112720,297.45554947,-248.74228850000245
112732,248.78064087,-3.8897391299999997
112784,243.0,-58666.984730119875
112969,0.33774655,-319.66225345000004
112991,275.61600057,-178.67268743
112994,238.00926361,-249.4330844599999
113045,409.55775281,-249.99999999999997
113123,246.11713202,-137.90714671
113129,999.3061555,-0.6938445
113139,5.5847786,-1329.4152213999998
113254,552.21725908,52.217259080000005
113265,217.17335714,-32.82664285999999
113298,953.258165,-751.6319915699999
113300,237.5884,-59.14898512999997
113454,1.73095252,-243.26904747999995
113467,7.9418469,-216.87578357999996
113524,3012.30736,-128.95497996000034
113528,-6.15064547,-500.00000000000006
113558,600.53307,-898.12845353
113577,6961.56273539,-49303.307264610004
113578,944.4472933,-55.5527067
113627,39.63557059,297.31257500000004
113635,110.0709369,-463.0290631
113643,998.70437985,-1.29562015
113681,210.26135091,-246.03330272
113745,279.43358932,18.25559657000002
113754,230.18,-44.76144186999999
113810,261.46239179,-76.67760821
113836,464.93548327,-122.01075633999999
113986,248.80624087,-2099.508989780001
113988,114.8833301,-231.02514902000004
114049,1.06783768,-553.43216232
114096,185.5947102,-117.52197047000004
114153,227.52,-27.33209158
114168,2698.71007101,-739.8427457099996
114183,16.45,-233.49000000000004
114188,300.63216,-248.20259788999996
114323,11.8,-238.2
114339,533.1067445,-2451.6932555000003
114350,457.73691742,-248.95
114358,124.57107326,-249.55057335999985
114375,939.08949261,-544.5578072699998
114385,969.0,-108.60992
114506,223.07625427,-412.39592467999995
114558,1712.35514585,-362.253469840001
114563,125.8429392,-130.8170608
114565,1197.0276748,-827.4223251999994
114614,93.93910004,-173.79755377000004
114624,1415.52488,245.12488
114626,124.86935673,-184.17512445999998
114632,375.59598667,-712.3480370700001
114726,358.49650132,-1009.4086411200007
114764,39.2328925,-200.72371542000002
114808,0.35623673,-249.64376327000005
114814,2935.91270141,-46111.10729859
114848,167.925132,-130.085814
114854,3.20512071,-246.79487928999995
114880,141.59151889,-370.35122898000003
114913,2076.54620275,-12174.353797249994
114959,197.41063515,-45.45956485000001
114968,229.01875982,-35.673804780000005
114989,497.05,90.45
114997,199.35,-0.65
115130,41.92976822,-466.11023177999994
115134,252.51126639,14.901266389999998
115136,5829.68,829.6800000000001
115173,7.1,-242.9
115202,181.89068357,-498.78822246
115203,239.60484692,-545.1716889800001
115214,1266.18633502,-994.137135
115223,249.19,2.3999999999999995
115235,161.97703434,-239.48091091999996
115261,26986.28087216,9604.20970738
115286,428.64673688,-431.34726311999987
115298,118.80651,-735.25308484
115325,72.41998145,-227.14103972
115331,-7.5360097,-497.51000000000005
115366,289.32707361,-140.94841085
115400,44.37431161,-208.4245315699999
115420,95.37357001,-205.55317707
115438,121.22696168,-351.00000000000006
115488,228.33442143,-467.1385451499999
115490,260.75,-249.42999999999995
115507,1663.71620094,-518.6287699100001
115712,5.22556,-249.67444156000002
115734,121.65728199,-128.34271801000008
115738,255.11786183,4.963957790000001
115749,234.10361915,-44.02859835000001
115757,2958.74939166,959.8377362100008
115823,1116.63463886,1797.6103339500003
115895,119.00142283,-480.99857717
115918,250.23983784,0.23983784
115921,-1753.6,-744.0
115925,404.52230207,173.25444212000056
115996,0.69206811,-474.8479318900001
116019,261.56102146,-220.8384225599999
116024,150.314296,-397.52397118999994
116031,500.1,-78.17566330000001
116035,72.2010951,-169.48829500999994
116037,250.84645144,-245.82092812000013
116056,240.06122659,-494.53877341000003
116115,483.01,-3.24758803
116116,308.77091409,-298.15869754000005
116134,31.45425615,-968.5457438499997
116179,198.73723119,-687.4925095899999
116202,5420.36548305,-5189.1096754499995
116225,251.30079926,-48.285488629999996
116232,1.343252,1.343251999999893
116238,700.16130969,-339.59056466
116243,38.15121599,-3998.816870400001
116267,242.47655398,-7.523446020000001
116287,34147.93466112,-35825.47276953001
116309,222.56491499,-20.0707159
116314,582.03678978,1094.611165799999
116328,1064.71612514,-3334.6899999999987
116364,379.45337132,49.453371319999974
116382,240.02312395,2.4926390299999976
116454,4.19926233,-2817.4620057600023
116470,746.65859345,-268.41687263
116481,204.81736867,-248.54539032999998
116513,191.19631633,-249.99999999999991
116514,220.63053,-30.606170669999997
116517,68.50484215,-181.49515785
116527,175.11387455,-68.49612545
116535,265.85,15.85
116543,399.73392891,744.4058344300001
116555,298.23175687,-156.87513173000002
116559,0.52547183,-499.47452816999976
116562,202.74422797,-8254.909444730001
116605,235.22858611,-101.70226173999998
116618,61.08543161,-229.26456839000014
116634,247.04683188,-572.6691436199997
116647,250.41,0.41000000000000014
116648,1728.192,-1174.5000000000002
116655,145.28975368,-275.68927819000004
116662,267.64265988,-245.15734012000001
116705,308.33720545,-247.18583455
116714,313.64716646,-247.9279882
116722,235.28,-198.79719489
116724,212.66025384,-68.27023427
116725,8.21,-713.91
116770,252.4667417,-252.91741615000004
116771,193.11600935,-149.69403791000005
116772,3885.76,-75.0399999999999
116782,390.61661905,-196.10526772
116787,180.51454936,-197.15160871999996
116802,612.48201572,427.7139054500003
116879,19.79467202,-208.10282063999992
116957,145.65168198,-824.3483180200004
116959,966.4033605,-30931.35
116962,5515.24770699,-2849.281084959999
116967,862.52600958,27.179573320000017
116973,204.04564481,-45.28435518999998
116994,219.60643847,5.347137030000002
117007,135833.63053412,-115813.12708480998
117010,438.51876543,40.951088
117015,7552.57,-1463.4300000000003
117049,10.80162366,-5978.68837634
117070,244.31,-9.7
117092,5576.431781,761.097100799999
117094,118.78072013,-151.45169559
117119,21650.74296,18514.99296177
117128,21.12697664,-390.1470391099999
117129,0.59,-249.41
117145,500.63,-112.3276575
117160,5.61829555,-20790.88170445
117161,546.72257384,-2610.290425479999
117194,65.79978613,-249.64107149999975
117200,675.18987562,-724.46385975
117211,250.8507939,-248.75902513999992
117222,220.55,-88.85000000000001
117250,487.58,-300.57589472999996
117256,1969.8,439.1000000000001
117333,241.54678944,-39.289110619999995
117360,1088.45273441,-1493.9112655899999
117362,250.43,0.4299999999999997
117405,33.06949832,-248.1162480599999
117414,186.66908508,255.00718336000014
117428,826.645765,-273.354235
117441,45.538144,-248.97495254
117444,233.95919184,-213.05054564000002
117457,177.45,-245.54999999999998
117465,0.48613421,-499.5138657900002
117475,510.9,10.9
117484,42.53969538,-498.0700000000001
117506,251.83,2.49
117519,135.64997966,-250.00000000000014
117528,424.17837214,-394.99946400999994
117532,20.33103875,-241.32943552999978
117536,6.81078804,-243.18921196000002
117576,88.54731054,-216.7301863800001
117579,2555.83301,105.94242310999851
117583,1142.32684638,142.32684638000006
117678,18.11575239,-468.65892063999974
117709,303.11194841,-244.57947997000005
117711,253.29,-232.66292
117712,594.45178666,303.09620784000003
117716,83.68940326,-473.1446125899999
117753,278.62666818,-250.00000000000023
117757,137.64935556,-397.69670769999993
117768,3534.97015094,603.3515384400002
117786,1.6305485,-1545.6116444599986
117790,601.77385485,3416.0776119800007
117804,0.40475703,-499.5952429700001
117819,575.57212897,-428.9747213300002
117831,1.07321645,-238.92678354999998
117851,227.17027916,-66.00626648000001
117855,7.36149302,-249.59850698000002
117894,60.46633259,-236.7773173600001
117897,230.11639476,-19.88360524
117905,140.00992092,-59.62792532
117911,243.9759478,-394.6413884399998
117913,5314.6136194,-16783.068036149998
117915,271.95875563,-248.3342956900001
117973,240.07,-9.930000000000001
118084,460.58765764,-256.54236449999996
118109,176.7609871,-80.84880709000001
118110,273.04,-16.82999999999999
118114,62.84644999,-3032.662200710001
118147,279.64,-247.65268447000003
118164,450.79228524,-1346.8414614100004
118165,133.14943972,-1496.5105602799995
118173,12.80136818,-244.15863182000004
118174,4205.11957352,-6567.787786000001
118175,42.86539567,-749.3929022000015
118178,324.87227171,-737.78489314
118180,1497.40731151,-1218.9745465300005
118188,247.93221791,62.11482991
118191,838.797418,-484.102582
118205,491.48624333,-250.04
118233,225.0321261,-108.68014729
118237,91.35708412,-248.35769062
118239,491.20512654,-14.310760900000016
118255,8.40594296,-29.824057039999996
118268,22.06829279,-6.4187375200000005
118273,282.30254652,-225.78726254
118338,3.74264232,-746.25735768
118349,13.99273068,-230.68784765
118365,402.11711135,-339.47159315999994
118373,51.967114,-3497.8728860000006
118376,15724.05665275,-25783.99368251998
118385,240.92,-13.54317730000001
118418,0.88077206,-249.11922794000014
118423,0.5436792,-499.4563208000001
118430,1620.17877573,-294.5506663499999
118442,798.23671981,408.59814128999994
118447,188.77132,-118.51982269000001
118456,340.1263386,-305.00000000000006
118566,116.79987396,-309.2666158800001
118568,252.76743193,1.7103106100000023
118591,491.95,-8.569999999999999
118631,8.71,-1019.8654250099999
118633,333.33952589,-249.6340636699998
118650,399.95308842,-455.89982377999996
118651,2771.09186596,-1.1032060900001994
118664,619.4724447,68.7398829099983
118673,366.89786811,-1544.4136193099996
118717,688.81,-523.47
118729,344.23884917,-759.9999999999998
118750,694.3728638,-993.1780069400013
118753,549.72637807,-1.62295742
118759,104.36502492,-60.67446871000003
118785,204.98530259,-223.09750598999997
118799,1924.2,400.7999999999999
118808,237.99662396,-1569.6100773700011
118811,2.12832936,-1002.8716706399999
118823,240.13283828,-251.71067482000004
118862,103.83372578,-146.16627421999988
118878,8.12221971,-191.8777802900001
118880,302.60845042,-234.50080542000006
118894,601.29081157,-489.0147016999999
118916,503.54906859,3.54906859
118926,631.69,-499.7786329999999
119056,74.86489564,-238.63187498999997
119074,285.74789304,-60.492106960000015
119086,340.98546723,-307.6265713499999
119087,104.51539404,-470.95922757
119131,581.65838774,-355.1347626400001
119146,271.31317418,-222.38394674999995
119172,0.13624376,-24.86375624
119213,242.66348594,-23.19373726
119225,509.79451334,-80.41336700000002
119252,234.66605841,-247.06890020999998
119258,-301.317742,-1469.875296
119267,4.28214067,4.2483587899999975
119271,81.47373638,-542.5629238600001
119306,44.71194318,-205.54294958000003
119315,219.84,-42.93147566
119357,7.73836097,-336.64152030999986
119377,30.60586228,-239.21051896999992
119382,145.12285693,-40.70530613999995
119386,252.21114236,7.376677120000009
119424,911.90527572,-602.3610556199998
119428,456.32745876,-49.80064324000001
119473,16.5903061,-86.32434964000002
119497,256.65017047,-250.0
119505,223.35074069,-243.11917867000003
119525,16.01611675,-495.6098098700001
119557,236.33557229,-18.746430560000007
119599,3.56900003,-496.43099997
119618,3658.113291,-2219.867034
119626,263.1,-47.92117816000001
119649,688.36171783,-569.3135865400001
119714,-1.9148409,-244.81181167000003
119733,9.08545804,-229.65316116999998
119756,0.39646022,-249.60353978000006
119770,155.17,-236.27
119788,11509.96851352,-8047.695138799998
119789,-2.59799562,-250.00000000000003
119797,0.57942007,-249.42057992999995
119839,225.46560328,-26.53439672
119848,248.81205,-75.01831424
119864,1136.35729618,-2097.650744150001
119885,495.44938893,-238.47628630999995
119907,210.00287676,-47.011304550000006
119920,11.25003149,-590.0563457399994
119921,208.75423085,-243.54418923000003
119925,265.563,-202.1
119954,157.02849793,-246.96633457000001
119968,224.76923947,-69.42631161999998
120003,269.64735334,-219.77132517
120009,227.07086966,-23.219130340000003
120010,8.91774884,-41.08225116
120013,42.95676118,-5640.490163030003
120022,2.97963847,-44.55056126000001
120028,462.0940424,271.50562080999987
120158,390.9486955,-19809.49992066001
120167,356.54809204,-249.87668030000003
120181,280.32228133,-248.95245118999998
120184,150.77075641,-771.8157741900002
120191,278.61339827,30.285425349999997
120193,29.10086013,-998.9691398699998
120244,2101.79233773,-9046.466176249996
120248,35.48740527,-738.09927163
120252,296.98,-244.58000000000007
120254,1170.7980892,-8686.942919970003
120263,160.93645933,-249.62179880000008
120267,40.90742278,-191.29763521000004
120296,5.06172441,-244.93827559000007
120297,15.26992649,-249.78464556999978
120298,17.87841515,-232.70457993999995
120311,4.19416239,-289.7211574599999
120326,317.60715142,-201.8620211000001
120343,121.54226318,-240.99108123
120344,23.16276546,-326.83723454000005
120345,65.12734129,-161.21965015000004
120351,136.83340102,-499.21718137999994
120358,788.542934,-487.758714
120400,998.5,-959.7191661500001
120438,477.7,-44.0114012
120440,27.77831811,-225.95830075
120443,153.24188867,-468.6656433900002
120452,1485.44614675,-3978.9876719400017
120457,12.3292,-251.98
120495,556.06659552,-696.47455236
120543,7.5158759,-216.13806355999998
120548,257.15025964,-171.22403631999998
120560,279.584435,-249.74801241999998
120574,31.507968,-448.492032
120627,214.76616769,-231.89496216
120657,148.86060431,-248.41939569000004
120659,211.96999061,-38.030009390000004
120660,145.05530776,-239.66783688999996
120706,6.39641177,-243.6035882299999
120736,4.14979785,-95.85020215
120748,602.68705663,102.68705662999997
120750,7.01995065,-500.0000000000007
